Formula,MP_ID,Eg_bulk_eV,CBM_bulk_eV,VBM_bulk_eV,Formation_Energy_eV,Dielectric_Static,Eg_nano_3nm_eV
AlCuO2,mp-3098,1.8105000000000002,7.8423,6.0318,-2.4176243612499864,9.602708096663827,1.9823594388205525
AlCuS2,mp-4979,1.7035,6.6949,4.9914,-0.9631328539062487,8.676691023322114,1.8658318472064364
AlCuSe2,mp-8016,0.8929,4.7564,3.8635,-0.7563341932812495,10.121075888980734,1.0693316849450347
AlCuSnS4,mp-1228961,0.7129226492450247,6.235516633283817,5.522593984038792,-0.9101103921428566,10.0,0.8883288169054949
AlCuSnSe4,mp-1229027,0.5512999999999999,3.8342,3.2829,-0.7727851691964288,10.0,0.7267061676604701
AlCuTe2,mp-8017,1.0469999999999997,5.8518,4.8048,-0.42519420625000137,11.698825069973717,1.2348547075022112
AlF3,mp-468,7.5923,6.4738,-1.1185,-3.8680460375,4.991297287389517,7.681681338875541
AlFePO5,mp-17477,0.54,2.9,2.36,-2.7506856665178567,10.0,0.7154061676604703
AlGaAs2,mp-1228891,0.7004999999999999,3.8486,3.1481,-0.5373326012500002,10.0,0.8759061676604701
AlGaCl4,mp-541111,4.2234,3.3337,-0.8897,-1.700083312916653,21.24533757333333,4.444181608802035
AlH10N2OF5,mp-24618,6.1343,3.8381,-2.2962,-1.6631965823684207,10.0,6.30970616766047
AlH10SO9F,mp-730446,5.459199999999999,4.544,-0.9152,-1.7267899050568176,10.0,5.634606167660469
AlH11SO10,mp-722527,5.3941,4.2647,-1.1294,-1.631665221032608,10.0,5.56950616766047
AlH12(NO5)3,mp-1203296,4.037100000000001,2.5438,-1.4933,-1.2972335396774195,10.0,4.212506167660471
AlH14SeNO14,mp-1197821,3.576255899099855,2.6397556014191816,-0.9365002976806734,-1.3849602651562494,10.0,3.7516620667603253
AlH15(OF)6,mp-1229104,6.1309000000000005,3.1724,-2.9585,-1.788961006026786,10.0,6.306306167660471
AlH15Br3N5,mp-1199829,4.3958,3.5821,-0.8137,-0.6834723107812509,10.0,4.5712061676604705
AlH15N5Cl3,mp-699469,4.6579999999999995,3.699,-0.959,-0.7364090049479172,10.0,4.83340616766047
AlH2PbO2F3,mp-643387,4.496700000000001,6.0814,1.5847,-2.551014959722222,11.975357983333337,4.686246815493712
AlH3,mp-23933,2.1976999999999998,3.0359,0.8382,-0.07363208281249989,11.719537546744478,2.3856842139263
AlH3NCl3,mp-759356,5.1434,3.5551,-1.5883,-1.288243495312499,10.0,5.31880616766047
AlH4NF4,mp-696815,6.8202,5.4353,-1.3849,-2.1607586342500005,10.0,6.99560616766047
AlH5(SeO4)2,mp-1214960,4.4382,4.6702,0.232,-1.599531583496093,10.0,4.61360616766047
AlH6IO4,mp-1191939,4.2593,4.0226,-0.2367,-1.5623556402083334,10.0,4.43470616766047
AlH6N2Cl3,mp-740718,5.0498,3.8673,-1.1825,-1.0217268171875002,10.0,5.22520616766047
AlH7C2SCl4,mp-1198123,4.6652000000000005,2.6613,-2.0039,-0.8205292281666667,10.0,4.840606167660471
AlHO2,mp-625152,5.5638000000000005,9.91,4.3462,-2.6528255821875,8.867470566666666,5.728257488195978
AlHSO5,mp-1105277,5.6943,7.802,2.1077,-2.26148272546875,10.0,5.86970616766047
AlHg2SbCl4,mp-568001,0.8372,0.8021,-0.0351,-1.2632334517187531,10.0,1.01260616766047
AlI3,mp-30930,3.2633,2.8767,-0.3866,-0.9552141906250009,3.725970436666666,3.2943553808494
AlICl6,mp-27935,2.2883,1.2459,-1.0424,-1.3249969850000056,10.0,2.46370616766047
AlInBr4,mp-1214853,3.8112,3.6606,-0.1506,-1.3804297715277762,10.0,3.9866061676604696
AlInCl4,mp-638061,4.186100000000001,4.009,-0.1771,-1.7496668752777769,48.63034321,4.4296039911435425
AlInI4,mp-571260,3.0259,4.0283,1.0024,-0.8898664715277759,10.0,3.20130616766047
AlInS3,mp-504482,2.3613999999999997,5.2104,2.849,-1.0024900663541663,9.719909356678436,2.534335875128085
AlInSe3,mp-862787,1.6095999999999995,4.1065,2.4969,-0.8639210584375008,12.409301089997475,1.801650092823574
AlN,mp-661,4.0536,10.0335,5.9799,-1.6796721718749996,8.731928620001746,4.216556850728441
AlNi2BO5,mp-1214877,3.621100000000001,8.4417,4.8206,-2.3201892974074068,10.0,3.796506167660471
AlNiAg2F7,mp-1214829,1.969820018818911,2.6924197169526263,0.7225996981337153,-2.4917501984848474,10.0,2.145226186479381
AlP,mp-1550,1.6292999999999997,5.9757,4.3464,-0.737248783988095,10.412483389999991,1.8081021399879378
AlP2I9,mp-28046,1.6553,2.0044,0.3491,-0.5778012016071429,10.0,1.8307061676604701
AlPH8(CCl2)2,mp-569751,5.4006,3.4297,-1.9709,-0.7892967864620539,10.0,5.57600616766047
AlPH9(CCl)3,mp-1196119,5.636,3.4179,-2.2181,-0.6521437156407565,10.0,5.81140616766047
AlPI8,mp-568423,1.4267999999999998,1.4484,0.0216,-0.6438012067142858,10.0,1.60220616766047
AlPO4,mp-5331,5.6178,5.9912,0.3734,-3.1271722029960305,10.0,5.79320616766047
AlPS4,mp-1102285,2.8338,4.2108,1.377,-0.6941880198710315,10.0,3.00920616766047
AlSCl7,mp-555805,2.4961,1.3717,-1.1244,-1.2886033074999987,10.0,2.6715061676604703
AlSb,mp-2624,1.2262000000000004,5.6025,4.3763,-0.25297548500000033,13.325643436666676,1.4230005372942403
AlSbO4,mp-676861,1.6178,7.84,6.2222,-2.5433669,11.300302923333335,1.8030704717673833
AlSeBr7,mp-29408,2.1924,0.4719,-1.7205,-1.0297452535937452,10.0,2.3678061676604703
AlSeCl7,mp-1205403,3.1841,2.1659,-1.0182,-1.3489241058159764,10.0,3.35950616766047
AlSiTe3,mp-31220,1.2309,5.3042,4.0733,-0.3323823159999989,13.001395346666667,1.4260961423934773
AlTeCl7,mp-573751,3.2790999999999997,1.9823,-1.2968,-1.5018705693518521,10.0,3.45450616766047
AlTeI7,mp-29407,1.8846,2.0585,0.1739,-0.6805162451851862,10.0,2.06000616766047
AlTl(MoO4)2,mp-18733,3.8699000000000003,3.8614,-0.0085,-2.203208559444446,11.86127560333333,4.058758304831032
AlTl2F5,mp-1539038,4.4468000000000005,4.5928,0.146,-2.971503209583335,24.771872870122593,4.673325917301371
AlTlBr4,mp-567878,4.0998,3.1153,-0.9845,-1.4649576738888872,10.0,4.27520616766047
AlTlCl4,mp-567716,4.7337,4.0009,-0.7328,-1.8364759055555577,10.0,4.90910616766047
AlTlF4,mp-3751,4.433300000000001,5.2944,0.8611,-3.279988280555536,28.943462623333343,4.664813662538206
AlTlI4,mp-607829,3.4463999999999997,4.0812,0.6348,-0.9711981497222221,10.0,3.62180616766047
AlTlS2,mp-985477,2.4431,5.6182,3.1751,-1.1383049477083342,10.0,2.61850616766047
