Material_Pair,Design_Thickness_nm,Design_Trap_Depth_eV,Voltage_Applied_V,Voltage_Effective_V,J_OFF_A_m2,J_ON_A_m2,I_OFF_A,I_ON_A
Candidate_1,5.5,1.0,-1.95,-1.95,-0.7235649972808257,-0.7255290256322078,-7.235649972808256e-15,-7.255290256322078e-15
Candidate_1,5.5,1.0,-1.9,-1.9,-0.32305284864305817,-0.3245375300391121,-3.230528486430582e-15,-3.245375300391121e-15
Candidate_1,5.5,1.0,-1.85,-1.85,-0.13767394259335983,-0.13879172605960813,-1.3767394259335982e-15,-1.3879172605960812e-15
Candidate_1,5.5,1.0,-1.8,-1.8,-0.0588095331540453,-0.05964753484229052,-5.88095331540453e-16,-5.964753484229052e-16
Candidate_1,5.5,1.0,-1.75,-1.75,-0.02770103531580561,-0.0283265150390214,-2.770103531580561e-16,-2.83265150390214e-16
Candidate_1,5.5,1.0,-1.7,-1.7,-0.01553077145335605,-0.01599547382948673,-1.553077145335605e-16,-1.599547382948673e-16
Candidate_1,5.5,1.0,-1.65,-1.65,-0.010104880429221983,-0.010448466259992876,-1.0104880429221982e-16,-1.0448466259992877e-16
Candidate_1,5.5,1.0,-1.6,-1.6,-0.0070625568619601545,-0.007315307410596261,-7.062556861960155e-17,-7.315307410596262e-17
Candidate_1,5.5,1.0,-1.55,-1.55,-0.0050386557814890865,-0.005223597488040475,-5.0386557814890866e-17,-5.223597488040475e-17
Candidate_1,5.5,1.0,-1.5,-1.5,-0.003601503463610467,-0.003736071978908983,-3.601503463610467e-17,-3.736071978908983e-17
Candidate_1,5.5,1.0,-1.45,-1.45,-0.0025696801041754326,-0.002667019193083176,-2.5696801041754326e-17,-2.6670191930831757e-17
Candidate_1,5.5,1.0,-1.4,-1.4,-0.0018316783656673365,-0.0019016502794960758,-1.8316783656673365e-17,-1.9016502794960756e-17
Candidate_1,5.5,1.0,-1.35,-1.35,-0.0013062371439563573,-0.001356205704375935,-1.3062371439563573e-17,-1.356205704375935e-17
Candidate_1,5.5,1.0,-1.3,-1.3,-0.0009329956094005275,-0.000968430830513651,-9.329956094005274e-18,-9.68430830513651e-18
Candidate_1,5.5,1.0,-1.25,-1.25,-0.0006679149013352777,-0.0006928579644429339,-6.6791490133527775e-18,-6.928579644429339e-18
Candidate_1,5.5,1.0,-1.2,-1.2,-0.0004794151141961492,-0.0004968344568411135,-4.794151141961492e-18,-4.9683445684111346e-18
Candidate_1,5.5,1.0,-1.15,-1.15,-0.0003450897047367381,-0.00035715252604409,-3.4508970473673813e-18,-3.5715252604408994e-18
Candidate_1,5.5,1.0,-1.1,-1.1,-0.0002491223792867154,-0.00025740069677089247,-2.4912237928671536e-18,-2.574006967708925e-18
Candidate_1,5.5,1.0,-1.05,-1.05,-0.0001803666400191663,-0.00018599291235433176,-1.803666400191663e-18,-1.8599291235433177e-18
Candidate_1,5.5,1.0,-1.0,-1.0,-0.00013096304039834664,-0.00013474709442643282,-1.3096304039834664e-18,-1.3474709442643282e-18
Candidate_1,5.5,1.0,-0.95,-0.95,-9.536035712681721e-05,-9.787676092797822e-05,-9.536035712681722e-19,-9.787676092797823e-19
Candidate_1,5.5,1.0,-0.9,-0.9,-6.9628360547557e-05,-7.12813336087646e-05,-6.9628360547557e-19,-7.12813336087646e-19
Candidate_1,5.5,1.0,-0.85,-0.85,-5.097686925787373e-05,-5.204820669860688e-05,-5.097686925787373e-19,-5.204820669860688e-19
Candidate_1,5.5,1.0,-0.8,-0.8,-3.7419301743294625e-05,-3.810352391575025e-05,-3.7419301743294624e-19,-3.810352391575025e-19
Candidate_1,5.5,1.0,-0.75,-0.75,-2.7537027029176332e-05,-2.7966977269905774e-05,-2.753702702917633e-19,-2.7966977269905773e-19
Candidate_1,5.5,1.0,-0.7,-0.7,-2.0313966826085368e-05,-2.0579311215948215e-05,-2.0313966826085369e-19,-2.0579311215948215e-19
Candidate_1,5.5,1.0,-0.65,-0.65,-1.5020203248051329e-05,-1.5180690757551839e-05,-1.5020203248051328e-19,-1.5180690757551838e-19
Candidate_1,5.5,1.0,-0.6,-0.6,-1.112983710770641e-05,-1.1224719478437776e-05,-1.112983710770641e-19,-1.1224719478437775e-19
Candidate_1,5.5,1.0,-0.55,-0.55,-8.262843510767466e-06,-8.317502123875496e-06,-8.262843510767466e-20,-8.317502123875496e-20
Candidate_1,5.5,1.0,-0.5,-0.5,-6.143787029743843e-06,-6.1743453479631355e-06,-6.143787029743843e-20,-6.174345347963136e-20
Candidate_1,5.5,1.0,-0.45,-0.45,-4.572415343491779e-06,-4.588911662799911e-06,-4.5724153434917785e-20,-4.5889116627999115e-20
Candidate_1,5.5,1.0,-0.4,-0.4,-3.4026452150695703e-06,-3.4111867200773766e-06,-3.4026452150695705e-20,-3.4111867200773765e-20
Candidate_1,5.5,1.0,-0.35,-0.35,-2.5274932188849535e-06,-2.531697137010096e-06,-2.5274932188849535e-20,-2.531697137010096e-20
Candidate_1,5.5,1.0,-0.3,-0.3,-1.868226795587713e-06,-1.8701687313471227e-06,-1.868226795587713e-20,-1.8701687313471228e-20
Candidate_1,5.5,1.0,-0.25,-0.25,-1.3665159319036355e-06,-1.3673421734314506e-06,-1.3665159319036355e-20,-1.3673421734314507e-20
Candidate_1,5.5,1.0,-0.2,-0.2,-9.787186580822414e-07,-9.790329056466126e-07,-9.787186580822413e-21,-9.790329056466125e-21
Candidate_1,5.5,1.0,-0.15,-0.15,-1.2542789395026918e-06,-1.2543802831998586e-06,-1.2542789395026918e-20,-1.2543802831998586e-20
Candidate_1,5.5,1.0,-0.1,-0.1,-8.361859635377392e-07,-8.362107906124204e-07,-8.361859635377392e-21,-8.362107906124203e-21
Candidate_1,5.5,1.0,-0.05,-0.05,-4.180929828802102e-07,-4.1809635016084723e-07,-4.180929828802102e-21,-4.180963501608472e-21
Candidate_1,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_1,5.5,1.0,0.05,0.05,4.1809298288021395e-07,4.18096350160851e-07,4.180929828802139e-21,4.1809635016085095e-21
Candidate_1,5.5,1.0,0.1,0.1,8.361859635377429e-07,8.362107906124241e-07,8.36185963537743e-21,8.362107906124241e-21
Candidate_1,5.5,1.0,0.15,0.15,1.2542789395026956e-06,1.2543802831998625e-06,1.2542789395026956e-20,1.2543802831998625e-20
Candidate_1,5.5,1.0,0.2,0.2,9.78718658082249e-07,9.790329056466202e-07,9.78718658082249e-21,9.790329056466202e-21
Candidate_1,5.5,1.0,0.25,0.25,1.3665159319036355e-06,1.3673421734314506e-06,1.3665159319036355e-20,1.3673421734314507e-20
Candidate_1,5.5,1.0,0.3,0.3,1.8682267955877126e-06,1.8701687313471222e-06,1.8682267955877125e-20,1.8701687313471222e-20
Candidate_1,5.5,1.0,0.35,0.35,2.5274932188849712e-06,2.531697137010114e-06,2.5274932188849712e-20,2.531697137010114e-20
Candidate_1,5.5,1.0,0.4,0.4,3.402645215069595e-06,3.411186720077401e-06,3.4026452150695946e-20,3.411186720077401e-20
Candidate_1,5.5,1.0,0.45,0.45,4.572415343491811e-06,4.588911662799943e-06,4.572415343491811e-20,4.5889116627999434e-20
Candidate_1,5.5,1.0,0.5,0.5,6.143787029743843e-06,6.1743453479631355e-06,6.143787029743843e-20,6.174345347963136e-20
Candidate_1,5.5,1.0,0.55,0.55,8.262843510767524e-06,8.317502123875553e-06,8.262843510767524e-20,8.317502123875554e-20
Candidate_1,5.5,1.0,0.6,0.6,1.1129837107706408e-05,1.1224719478437775e-05,1.1129837107706409e-19,1.1224719478437775e-19
Candidate_1,5.5,1.0,0.65,0.65,1.5020203248051326e-05,1.5180690757551837e-05,1.5020203248051326e-19,1.5180690757551838e-19
Candidate_1,5.5,1.0,0.7,0.7,2.0313966826085364e-05,2.0579311215948212e-05,2.0313966826085364e-19,2.0579311215948213e-19
Candidate_1,5.5,1.0,0.75,0.75,2.7537027029176332e-05,2.7966977269905774e-05,2.753702702917633e-19,2.7966977269905773e-19
Candidate_1,5.5,1.0,0.8,0.8,3.741930174329462e-05,3.810352391575025e-05,3.741930174329462e-19,3.810352391575025e-19
Candidate_1,5.5,1.0,0.85,0.85,5.097686925787373e-05,5.204820669860688e-05,5.097686925787373e-19,5.204820669860688e-19
Candidate_1,5.5,1.0,0.9,0.9,6.962836054755698e-05,7.128133360876458e-05,6.962836054755698e-19,7.128133360876458e-19
Candidate_1,5.5,1.0,0.95,0.95,9.536035712681787e-05,9.787676092797888e-05,9.536035712681787e-19,9.787676092797888e-19
Candidate_1,5.5,1.0,1.0,1.0,0.00013096304039834664,0.00013474709442643282,1.3096304039834664e-18,1.3474709442643282e-18
Candidate_1,5.5,1.0,1.05,1.05,0.0001803666400191663,0.00018599291235433176,1.803666400191663e-18,1.8599291235433177e-18
Candidate_1,5.5,1.0,1.1,1.1,0.000249122379286717,0.0002574006967708941,2.49122379286717e-18,2.574006967708941e-18
Candidate_1,5.5,1.0,1.15,1.15,0.00034508970473673807,0.0003571525260440899,3.450897047367381e-18,3.5715252604408994e-18
Candidate_1,5.5,1.0,1.2,1.2,0.0004794151141961492,0.0004968344568411135,4.794151141961492e-18,4.9683445684111346e-18
Candidate_1,5.5,1.0,1.25,1.25,0.0006679149013352777,0.0006928579644429339,6.6791490133527775e-18,6.928579644429339e-18
Candidate_1,5.5,1.0,1.3,1.3,0.0009329956094005275,0.000968430830513651,9.329956094005274e-18,9.68430830513651e-18
Candidate_1,5.5,1.0,1.35,1.35,0.001306237143956366,0.0013562057043759442,1.3062371439563659e-17,1.3562057043759442e-17
Candidate_1,5.5,1.0,1.4,1.4,0.0018316783656673362,0.0019016502794960764,1.8316783656673362e-17,1.9016502794960765e-17
Candidate_1,5.5,1.0,1.45,1.45,0.0025696801041754326,0.0026670191930831763,2.5696801041754326e-17,2.6670191930831763e-17
Candidate_1,5.5,1.0,1.5,1.5,0.003601503463610467,0.003736071978908983,3.601503463610467e-17,3.736071978908983e-17
Candidate_1,5.5,1.0,1.55,1.55,0.0050386557814890865,0.005223597488040475,5.0386557814890866e-17,5.223597488040475e-17
Candidate_1,5.5,1.0,1.6,1.6,0.007062556861960224,0.00731530741059633,7.062556861960224e-17,7.315307410596331e-17
Candidate_1,5.5,1.0,1.65,1.65,0.010104880429221988,0.010448466259992883,1.0104880429221987e-16,1.0448466259992883e-16
Candidate_1,5.5,1.0,1.7,1.7,0.01553077145335609,0.015995473829486767,1.553077145335609e-16,1.5995473829486766e-16
Candidate_1,5.5,1.0,1.75,1.75,0.02770103531580561,0.0283265150390214,2.770103531580561e-16,2.83265150390214e-16
Candidate_1,5.5,1.0,1.8,1.8,0.058809533154046106,0.05964753484229133,5.88095331540461e-16,5.964753484229133e-16
Candidate_1,5.5,1.0,1.85,1.85,0.13767394259336121,0.13879172605960952,1.3767394259336122e-15,1.3879172605960952e-15
Candidate_1,5.5,1.0,1.9,1.9,0.3230528486430598,0.32453753003911373,3.2305284864305976e-15,3.2453753003911373e-15
Candidate_1,5.5,1.0,1.95,1.95,0.7235649972808287,0.7255290256322108,7.235649972808286e-15,7.255290256322108e-15
Candidate_1,5.5,1.0,2.0,2.0,1.5300509111551768,1.5326389583545776,1.5300509111551768e-14,1.5326389583545778e-14
Candidate_1,5.5,1.0,2.05,2.05,3.068797746232195,3.072195352445447,3.068797746232195e-14,3.0721953524454466e-14
Candidate_1,5.5,1.0,2.1,2.1,5.8852176941067205,5.889662088226931,5.885217694106721e-14,5.889662088226932e-14
Candidate_1,5.5,1.0,2.15,2.15,10.869917251232545,10.875710860299755,1.0869917251232545e-13,1.0875710860299755e-13
Candidate_1,5.5,1.0,2.2,2.2,19.443130304239364,19.45065757996774,1.9443130304239365e-13,1.945065757996774e-13
Candidate_1,5.5,1.0,2.25,2.25,33.81838681393438,33.828135142634956,3.381838681393438e-13,3.3828135142634955e-13
Candidate_1,5.5,1.0,2.3,2.3,57.37169325422112,57.38427888320367,5.737169325422112e-13,5.738427888320367e-13
Candidate_1,5.5,1.0,2.35,2.35,95.14844277202509,95.16464288661956,9.51484427720251e-13,9.516464288661956e-13
Candidate_1,5.5,1.0,2.4,2.4,154.54678110890407,154.56757343621175,1.5454678110890407e-12,1.5456757343621175e-12
Candidate_1,5.5,1.0,2.45,2.45,246.22316849383736,246.24978010007868,2.4622316849383738e-12,2.4624978010007868e-12
Candidate_1,5.5,1.0,2.5,2.5,385.2732780976517,385.30724539483106,3.852732780976517e-12,3.8530724539483104e-12
Candidate_1,5.5,1.0,2.55,2.55,592.7490054328956,592.7922478284464,5.927490054328956e-12,5.927922478284464e-12
Candidate_1,5.5,1.0,2.6,2.6,897.5800578985138,897.6349680215864,8.975800578985137e-12,8.976349680215863e-12
Candidate_1,5.5,1.0,2.65,2.65,1338.9761653763728,1339.0457194117585,1.3389761653763728e-11,1.3390457194117585e-11
Candidate_1,5.5,1.0,2.7,2.7,1969.393212128464,1969.4811045017832,1.969393212128464e-11,1.9694811045017832e-11
Candidate_1,5.5,1.0,2.75,2.75,2858.15334926202,2858.264156768876,2.85815334926202e-11,2.858264156768876e-11
Candidate_1,5.5,1.0,2.8,2.8,4095.8152252801856,4095.954606762296,4.095815225280185e-11,4.095954606762296e-11
Candidate_1,5.5,1.0,2.85,2.85,5799.395702527067,5799.570641399038,5.799395702527067e-11,5.799570641399038e-11
Candidate_1,5.5,1.0,2.9,2.9,8118.548660753505,8118.767759109002,8.118548660753505e-11,8.118767759109002e-11
Candidate_1,5.5,1.0,2.95,2.95,11242.809599053136,11243.08343376863,1.1242809599053136e-10,1.124308343376863e-10
Candidate_1,5.5,1.0,3.0,3.0,15410.016633042766,15410.358186297448,1.5410016633042766e-10,1.5410358186297448e-10
Candidate_1,5.5,1.2,-3.0,-3.0,-15410.016633042766,-15410.016782186944,-1.5410016633042766e-10,-1.5410016782186943e-10
Candidate_1,5.5,1.2,-2.95,-2.95,-11242.809599053136,-11242.809718627033,-1.1242809599053136e-10,-1.1242809718627033e-10
Candidate_1,5.5,1.2,-2.9,-2.9,-8118.548660753473,-8118.548756425945,-8.118548660753473e-11,-8.118548756425945e-11
Candidate_1,5.5,1.2,-2.85,-2.85,-5799.395702527045,-5799.395778916638,-5.7993957025270447e-11,-5.799395778916638e-11
Candidate_1,5.5,1.2,-2.8,-2.8,-4095.8152252801538,-4095.8152861430976,-4.0958152252801536e-11,-4.0958152861430975e-11
Candidate_1,5.5,1.2,-2.75,-2.75,-2858.15334926202,-2858.1533976477235,-2.85815334926202e-11,-2.8581533976477235e-11
Candidate_1,5.5,1.2,-2.7,-2.7,-1969.393212128464,-1969.3932505079424,-1.969393212128464e-11,-1.9693932505079423e-11
Candidate_1,5.5,1.2,-2.65,-2.65,-1338.9761653763676,-1338.976195748145,-1.3389761653763676e-11,-1.3389761957481451e-11
Candidate_1,5.5,1.2,-2.6,-2.6,-897.580057898507,-897.5800818758079,-8.97580057898507e-12,-8.975800818758078e-12
Candidate_1,5.5,1.2,-2.55,-2.55,-592.7490054328887,-592.7490243153073,-5.927490054328887e-12,-5.9274902431530734e-12
Candidate_1,5.5,1.2,-2.5,-2.5,-385.2732780976517,-385.2732929299642,-3.852732780976517e-12,-3.852732929299642e-12
Candidate_1,5.5,1.2,-2.45,-2.45,-246.22316849383736,-246.22318011418085,-2.4622316849383738e-12,-2.4622318011418085e-12
Candidate_1,5.5,1.2,-2.4,-2.4,-154.54678110890353,-154.54679018817453,-1.5454678110890353e-12,-1.5454679018817453e-12
Candidate_1,5.5,1.2,-2.35,-2.35,-95.14844277202475,-95.14844984603954,-9.514844277202475e-13,-9.514844984603954e-13
Candidate_1,5.5,1.2,-2.3,-2.3,-57.37169325422048,-57.37169874991775,-5.737169325422048e-13,-5.737169874991774e-13
Candidate_1,5.5,1.2,-2.25,-2.25,-33.81838681393438,-33.81839107068337,-3.381838681393438e-13,-3.381839107068337e-13
Candidate_1,5.5,1.2,-2.2,-2.2,-19.443130304239364,-19.443133591133385,-1.9443130304239365e-13,-1.9443133591133385e-13
Candidate_1,5.5,1.2,-2.15,-2.15,-10.8699172512325,-10.86991978109585,-1.0869917251232501e-13,-1.0869919781095851e-13
Candidate_1,5.5,1.2,-2.1,-2.1,-5.885217694106718,-5.885219634815812,-5.885217694106718e-14,-5.885219634815811e-14
Candidate_1,5.5,1.2,-2.05,-2.05,-3.0687977462321805,-3.068799229846166,-3.068797746232181e-14,-3.0687992298461656e-14
Candidate_1,5.5,1.2,-2.0,-2.0,-1.5300509111551768,-1.5300520412634881,-1.5300509111551768e-14,-1.5300520412634882e-14
Candidate_1,5.5,1.2,-1.95,-1.95,-0.7235649972808257,-0.7235658549022648,-7.235649972808256e-15,-7.235658549022647e-15
Candidate_1,5.5,1.2,-1.9,-1.9,-0.32305284864305817,-0.3230534969507033,-3.230528486430582e-15,-3.230534969507033e-15
Candidate_1,5.5,1.2,-1.85,-1.85,-0.13767394259335983,-0.13767443068970744,-1.3767394259335982e-15,-1.3767443068970744e-15
Candidate_1,5.5,1.2,-1.8,-1.8,-0.0588095331540453,-0.058809899079625416,-5.88095331540453e-16,-5.880989907962541e-16
Candidate_1,5.5,1.2,-1.75,-1.75,-0.02770103531580561,-0.027701308440590176,-2.770103531580561e-16,-2.770130844059018e-16
Candidate_1,5.5,1.2,-1.7,-1.7,-0.01553077145335605,-0.01553097437238229,-1.553077145335605e-16,-1.5530974372382288e-16
Candidate_1,5.5,1.2,-1.65,-1.65,-0.010104880429221983,-0.01010503046095367,-1.0104880429221982e-16,-1.0105030460953671e-16
Candidate_1,5.5,1.2,-1.6,-1.6,-0.0070625568619601545,-0.007062667229149662,-7.062556861960155e-17,-7.062667229149661e-17
Candidate_1,5.5,1.2,-1.55,-1.55,-0.0050386557814890865,-0.005038736538965124,-5.0386557814890866e-17,-5.0387365389651235e-17
Candidate_1,5.5,1.2,-1.5,-1.5,-0.003601503463610467,-0.003601562224902618,-3.601503463610467e-17,-3.601562224902618e-17
Candidate_1,5.5,1.2,-1.45,-1.45,-0.0025696801041754326,-0.002569722608699082,-2.5696801041754326e-17,-2.569722608699082e-17
Candidate_1,5.5,1.2,-1.4,-1.4,-0.0018316783656673365,-0.0018317089199174276,-1.8316783656673365e-17,-1.8317089199174276e-17
Candidate_1,5.5,1.2,-1.35,-1.35,-0.0013062371439563573,-0.0013062589634523266,-1.3062371439563573e-17,-1.3062589634523267e-17
Candidate_1,5.5,1.2,-1.3,-1.3,-0.0009329956094005275,-0.0009330110827032955,-9.329956094005274e-18,-9.330110827032954e-18
Candidate_1,5.5,1.2,-1.25,-1.25,-0.0006679149013352777,-0.0006679257930852175,-6.6791490133527775e-18,-6.679257930852175e-18
Candidate_1,5.5,1.2,-1.2,-1.2,-0.0004794151141961492,-0.0004794227206045276,-4.794151141961492e-18,-4.794227206045276e-18
Candidate_1,5.5,1.2,-1.15,-1.15,-0.0003450897047367381,-0.00034509497214245654,-3.4508970473673813e-18,-3.4509497214245655e-18
Candidate_1,5.5,1.2,-1.1,-1.1,-0.0002491223792867154,-0.0002491259941340006,-2.4912237928671536e-18,-2.491259941340006e-18
Candidate_1,5.5,1.2,-1.05,-1.05,-0.0001803666400191663,-0.00018036909681250814,-1.803666400191663e-18,-1.8036909681250814e-18
Candidate_1,5.5,1.2,-1.0,-1.0,-0.00013096304039834664,-0.0001309646927603703,-1.3096304039834664e-18,-1.309646927603703e-18
Candidate_1,5.5,1.2,-0.95,-0.95,-9.536035712681721e-05,-9.536145595100057e-05,-9.536035712681722e-19,-9.536145595100057e-19
Candidate_1,5.5,1.2,-0.9,-0.9,-6.9628360547557e-05,-6.962908234219634e-05,-6.9628360547557e-19,-6.962908234219634e-19
Candidate_1,5.5,1.2,-0.85,-0.85,-5.097686925787373e-05,-5.097733707289129e-05,-5.097686925787373e-19,-5.097733707289129e-19
Candidate_1,5.5,1.2,-0.8,-0.8,-3.7419301743294625e-05,-3.741960051882085e-05,-3.7419301743294624e-19,-3.741960051882085e-19
Candidate_1,5.5,1.2,-0.75,-0.75,-2.7537027029176332e-05,-2.753721477317908e-05,-2.753702702917633e-19,-2.753721477317908e-19
Candidate_1,5.5,1.2,-0.7,-0.7,-2.0313966826085368e-05,-2.0314082692558136e-05,-2.0313966826085369e-19,-2.0314082692558137e-19
Candidate_1,5.5,1.2,-0.65,-0.65,-1.5020203248051329e-05,-1.5020273327247874e-05,-1.5020203248051328e-19,-1.5020273327247874e-19
Candidate_1,5.5,1.2,-0.6,-0.6,-1.112983710770641e-05,-1.1129878539468469e-05,-1.112983710770641e-19,-1.1129878539468469e-19
Candidate_1,5.5,1.2,-0.55,-0.55,-8.262843510767466e-06,-8.262867378242903e-06,-8.262843510767466e-20,-8.262867378242903e-20
Candidate_1,5.5,1.2,-0.5,-0.5,-6.143787029743843e-06,-6.143800373476294e-06,-6.143787029743843e-20,-6.143800373476294e-20
Candidate_1,5.5,1.2,-0.45,-0.45,-4.572415343491779e-06,-4.572422546848642e-06,-4.5724153434917785e-20,-4.5724225468486424e-20
Candidate_1,5.5,1.2,-0.4,-0.4,-3.4026452150695703e-06,-3.4026489448415013e-06,-3.4026452150695705e-20,-3.402648944841501e-20
Candidate_1,5.5,1.2,-0.35,-0.35,-2.5274932188849535e-06,-2.527495054586719e-06,-2.5274932188849535e-20,-2.5274950545867188e-20
Candidate_1,5.5,1.2,-0.3,-0.3,-1.868226795587713e-06,-1.8682276435621016e-06,-1.868226795587713e-20,-1.8682276435621015e-20
Candidate_1,5.5,1.2,-0.25,-0.25,-1.3665159319036355e-06,-1.3665162926939711e-06,-1.3665159319036355e-20,-1.3665162926939712e-20
Candidate_1,5.5,1.2,-0.2,-0.2,-9.787186580822414e-07,-9.78718795302994e-07,-9.787186580822413e-21,-9.78718795302994e-21
Candidate_1,5.5,1.2,-0.15,-0.15,-1.2542789395026918e-06,-1.2542789837558857e-06,-1.2542789395026918e-20,-1.2542789837558857e-20
Candidate_1,5.5,1.2,-0.1,-0.1,-8.361859635377392e-07,-8.361859743788412e-07,-8.361859635377392e-21,-8.361859743788411e-21
Candidate_1,5.5,1.2,-0.05,-0.05,-4.180929828802102e-07,-4.180929843505821e-07,-4.180929828802102e-21,-4.180929843505821e-21
Candidate_1,5.5,1.2,0.0,0.0,0.0,0.0,0.0,0.0
Candidate_1,5.5,1.2,0.05,0.05,4.1809298288021395e-07,4.1809298435058586e-07,4.180929828802139e-21,4.180929843505858e-21
Candidate_1,5.5,1.2,0.1,0.1,8.361859635377429e-07,8.361859743788449e-07,8.36185963537743e-21,8.361859743788449e-21
Candidate_1,5.5,1.2,0.15,0.15,1.2542789395026956e-06,1.2542789837558896e-06,1.2542789395026956e-20,1.2542789837558896e-20
Candidate_1,5.5,1.2,0.2,0.2,9.78718658082249e-07,9.787187953030016e-07,9.78718658082249e-21,9.787187953030016e-21
Candidate_1,5.5,1.2,0.25,0.25,1.3665159319036355e-06,1.3665162926939711e-06,1.3665159319036355e-20,1.3665162926939712e-20
Candidate_1,5.5,1.2,0.3,0.3,1.8682267955877126e-06,1.8682276435621012e-06,1.8682267955877125e-20,1.8682276435621012e-20
Candidate_1,5.5,1.2,0.35,0.35,2.5274932188849712e-06,2.5274950545867368e-06,2.5274932188849712e-20,2.527495054586737e-20
Candidate_1,5.5,1.2,0.4,0.4,3.402645215069595e-06,3.402648944841526e-06,3.4026452150695946e-20,3.402648944841526e-20
Candidate_1,5.5,1.2,0.45,0.45,4.572415343491811e-06,4.572422546848674e-06,4.572415343491811e-20,4.5724225468486743e-20
Candidate_1,5.5,1.2,0.5,0.5,6.143787029743843e-06,6.143800373476294e-06,6.143787029743843e-20,6.143800373476294e-20
Candidate_1,5.5,1.2,0.55,0.55,8.262843510767524e-06,8.26286737824296e-06,8.262843510767524e-20,8.26286737824296e-20
Candidate_1,5.5,1.2,0.6,0.6,1.1129837107706408e-05,1.1129878539468467e-05,1.1129837107706409e-19,1.1129878539468466e-19
Candidate_1,5.5,1.2,0.65,0.65,1.5020203248051326e-05,1.5020273327247871e-05,1.5020203248051326e-19,1.5020273327247872e-19
Candidate_1,5.5,1.2,0.7,0.7,2.0313966826085364e-05,2.0314082692558132e-05,2.0313966826085364e-19,2.0314082692558132e-19
Candidate_1,5.5,1.2,0.75,0.75,2.7537027029176332e-05,2.753721477317908e-05,2.753702702917633e-19,2.753721477317908e-19
Candidate_1,5.5,1.2,0.8,0.8,3.741930174329462e-05,3.741960051882084e-05,3.741930174329462e-19,3.7419600518820844e-19
Candidate_1,5.5,1.2,0.85,0.85,5.097686925787373e-05,5.097733707289129e-05,5.097686925787373e-19,5.097733707289129e-19
Candidate_1,5.5,1.2,0.9,0.9,6.962836054755698e-05,6.962908234219633e-05,6.962836054755698e-19,6.962908234219633e-19
Candidate_1,5.5,1.2,0.95,0.95,9.536035712681787e-05,9.536145595100124e-05,9.536035712681787e-19,9.536145595100124e-19
Candidate_1,5.5,1.2,1.0,1.0,0.00013096304039834664,0.0001309646927603703,1.3096304039834664e-18,1.309646927603703e-18
Candidate_1,5.5,1.2,1.05,1.05,0.0001803666400191663,0.00018036909681250814,1.803666400191663e-18,1.8036909681250814e-18
Candidate_1,5.5,1.2,1.1,1.1,0.000249122379286717,0.0002491259941340022,2.49122379286717e-18,2.491259941340022e-18
Candidate_1,5.5,1.2,1.15,1.15,0.00034508970473673807,0.0003450949721424565,3.450897047367381e-18,3.4509497214245647e-18
Candidate_1,5.5,1.2,1.2,1.2,0.0004794151141961492,0.0004794227206045276,4.794151141961492e-18,4.794227206045276e-18
Candidate_1,5.5,1.2,1.25,1.25,0.0006679149013352777,0.0006679257930852175,6.6791490133527775e-18,6.679257930852175e-18
Candidate_1,5.5,1.2,1.3,1.3,0.0009329956094005275,0.0009330110827032955,9.329956094005274e-18,9.330110827032954e-18
Candidate_1,5.5,1.2,1.35,1.35,0.001306237143956366,0.0013062589634523353,1.3062371439563659e-17,1.3062589634523353e-17
Candidate_1,5.5,1.2,1.4,1.4,0.0018316783656673362,0.0018317089199174274,1.8316783656673362e-17,1.8317089199174273e-17
Candidate_1,5.5,1.2,1.45,1.45,0.0025696801041754326,0.002569722608699082,2.5696801041754326e-17,2.569722608699082e-17
Candidate_1,5.5,1.2,1.5,1.5,0.003601503463610467,0.003601562224902618,3.601503463610467e-17,3.601562224902618e-17
Candidate_1,5.5,1.2,1.55,1.55,0.0050386557814890865,0.005038736538965124,5.0386557814890866e-17,5.0387365389651235e-17
Candidate_1,5.5,1.2,1.6,1.6,0.007062556861960224,0.007062667229149731,7.062556861960224e-17,7.062667229149732e-17
Candidate_1,5.5,1.2,1.65,1.65,0.010104880429221988,0.010105030460953675,1.0104880429221987e-16,1.0105030460953676e-16
Candidate_1,5.5,1.2,1.7,1.7,0.01553077145335609,0.01553097437238233,1.553077145335609e-16,1.553097437238233e-16
Candidate_1,5.5,1.2,1.75,1.75,0.02770103531580561,0.027701308440590176,2.770103531580561e-16,2.770130844059018e-16
Candidate_1,5.5,1.2,1.8,1.8,0.058809533154046106,0.05880989907962622,5.88095331540461e-16,5.880989907962622e-16
Candidate_1,5.5,1.2,1.85,1.85,0.13767394259336121,0.13767443068970883,1.3767394259336122e-15,1.3767443068970884e-15
Candidate_1,5.5,1.2,1.9,1.9,0.3230528486430598,0.3230534969507049,3.2305284864305976e-15,3.230534969507049e-15
Candidate_1,5.5,1.2,1.95,1.95,0.7235649972808287,0.7235658549022678,7.235649972808286e-15,7.235658549022677e-15
Candidate_1,5.5,1.2,2.0,2.0,1.5300509111551768,1.5300520412634881,1.5300509111551768e-14,1.5300520412634882e-14
Candidate_1,5.5,1.2,2.05,2.05,3.068797746232195,3.0687992298461806,3.068797746232195e-14,3.068799229846181e-14
Candidate_1,5.5,1.2,2.1,2.1,5.8852176941067205,5.885219634815814,5.885217694106721e-14,5.885219634815815e-14
